Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,CarAge,Brand,Model
Maruti SX4 Vxi BSIII,Jaipur,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,,2.15,11.238488619268468,0.7654678421395714,2007,MARUTI,SX4Vxi
Hyundai Elantra CRDi SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,,8.44,10.889584158654246,2.1329823086078656,2015,HYUNDAI,ElantraCRDi
Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,34.6,12.49,11.790557201568507,2.5249283241374862,2013,MITSUBISHI,PajeroSport
Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,8.530000000000001,5.48,9.602382459752207,1.7011051009599243,2017,VOLKSWAGEN,Ameo1.2
Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,,4.2,10.475398868279957,1.4350845252893227,2013,MARUTI,RitzVXi
Hyundai Verna CRDi SX,Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,15.57,7.2,11.326186164299726,1.9740810260220096,2013,HYUNDAI,VernaCRDi
Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.8,11.472103470449973,1.5686159179138452,2014,MARUTI,SwiftDzire
Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,7.88,5.83,10.584764560525587,1.763017000362401,2017,MAHINDRA,KUV100
Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,26.45,18.39,11.430152366503295,2.91180703861623,2018,TOYOTA,InnovaCrysta
Maruti Baleno Delta 1.2,Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.36,5.85,9.611127890533236,1.766441661243765,2016,MARUTI,BalenoDelta
Honda Jazz VX Diesel,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,11.15,6.21,10.545341438708522,1.8261608959453874,2016,HONDA,JazzVX
Hyundai i20 1.2 Asta,Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,3.65,11.170435156023453,1.2947271675944,2013,HYUNDAI,i201.2
Hyundai i20 Sportz Diesel,Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,3.7,11.170435156023453,1.308332819650179,2012,HYUNDAI,i20Sportz
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,49.49,30.0,10.819778284410283,3.4011973816621555,2015,MERCEDES-BENZ,NewC-Class
Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,8.23,4.85,10.782346370401418,1.5789787049493917,2016,HYUNDAI,Xcent1.2
Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.45,6.93,9.860997500915175,1.9358598132018119,2017,HYUNDAI,Grandi10
Maruti Alto 800 VXI,Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.6,10.165851817003619,0.9555114450274363,2016,MARUTI,Alto800
Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,,1.89,10.529425983402623,0.636576829071551,2014,CHEVROLET,SailHatchback
Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,52.26,39.5,9.06900719585954,3.676300671907076,2018,MERCEDES-BENZ,C-ClassProgressive
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,10.0,11.461632170582678,2.302585092994046,2012,SKODA,SuperbElegance
Audi A4 2.0 TDI,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,9.95,10.4341158035983,2.2975725511705014,2009,AUDI,A42.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,9.45,11.461632170582678,2.2460147415056513,2014,TOYOTA,Innova2.5
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,43.07,28.25,9.524347869595513,3.34109345759245,2017,MERCEDES-BENZ,CLA200
Hyundai i10 Era,Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,1.8,11.33857207782545,0.5877866649021191,2008,HYUNDAI,i10Era
Maruti Swift Dzire VXi,Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,,1.4,10.757902880692196,0.3364722366212129,2008,MARUTI,SwiftDzire
Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,14.985,7.25,11.002116507732017,1.9810014688665833,2015,SKODA,Rapid1.5
Maruti Ritz VDi,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,3.6,11.472103470449973,1.2809338454620642,2012,MARUTI,RitzVDi
Hyundai Accent GLS 1.6,Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,,1.2,10.764265574480024,0.1823215567939546,2004,HYUNDAI,AccentGLS
Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,,4.94,10.24870713362901,1.5973653311998313,2014,HONDA,AmazeSX
Maruti Wagon R LXI,Delhi,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,5.51,1.25,11.082142548877775,0.22314355131420976,2007,MARUTI,WagonR
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,,4.8,11.127262984158243,1.5686159179138452,2013,VOLKSWAGEN,PoloDiesel
Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,,31.15,9.324472306021095,3.4388142452334622,2019,FORD,Endeavour2.2
Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,,3.3,10.644948593374624,1.1939224684724346,2011,HYUNDAI,i201.2
Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.4,11.082142548877775,0.8754687373538999,2012,CHEVROLET,BeatDiesel
Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,,2.0,10.545341438708522,0.6931471805599453,2010,HONDA,Civic2010-2013
Maruti Wagon R VXI BS IV,Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,5.51,3.1,10.839580911706463,1.1314021114911006,2014,MARUTI,WagonR
Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,12.44,5.09,10.429841977919745,1.6272778305624314,2014,SKODA,Rapid1.6
Maruti Baleno Vxi - BSIII,Pune,2006,146000,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,,1.05,11.891361900690473,0.04879016416943205,2006,MARUTI,BalenoVxi
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,11.475000000000001,7.0,10.75868980502856,1.9459101490553132,2015,FORD,EcoSport1.5
Hyundai Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,,2.5,10.968198289528557,0.9162907318741551,2010,HYUNDAI,AccentGLE
BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,70.43,17.5,11.02255584977162,2.8622008809294686,2012,BMW,5Series
Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,4.42,2.1,11.420930782824222,0.7419373447293773,2011,MARUTI,AltoK10
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,,17.75,11.33857207782545,2.8763855159214247,2013,AUDI,Q32012-2015
Maruti Wagon R LXI DUO BSIII,Mumbai,2008,64226,LPG,Manual,First,17.3,1061.0,57.5,5.0,5.51,1.45,11.07016339211767,0.371563556432483,2008,MARUTI,WagonR
Toyota Corolla H4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,,2.45,11.112447898373103,0.8960880245566357,2005,TOYOTA,CorollaH4
Volvo XC60 D5,Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,,13.8,11.580359789219825,2.624668592163159,2011,VOLVO,XC60D5
Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,5.85,10.211339831777291,1.766441661243765,2016,HONDA,Jazz1.5
Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.9,10.178160370394268,2.186051276738094,2017,MARUTI,Ciaz1.3
Maruti Swift VXI BSIV,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6.995,5.15,9.11679862756782,1.6389967146756448,2016,MARUTI,SwiftVXI
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,49.49,16.56,11.06637270205724,2.8069901489571136,2015,MERCEDES-BENZ,NewC-Class
Maruti Wagon R VXI Minor,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,5.51,1.65,11.805595078933049,0.5007752879124892,2010,MARUTI,WagonR
Mercedes-Benz A Class A180 Sport,Pune,2015,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,34.63,16.0,9.305650551780507,2.772588722239781,2015,MERCEDES-BENZ,AClass
Hyundai Santro Xing GL,Pune,2008,93000,Petrol,Manual,First,0.0,1086.0,62.0,5.0,,1.45,11.440354772135393,0.371563556432483,2008,HYUNDAI,SantroXing
Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,,8.08,10.120693511183584,2.089391872533004,2017,MARUTI,SwiftDzire
Hyundai Grand i10 AT Asta,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.45,4.5,10.5356100312583,1.5040773967762742,2014,HYUNDAI,Grandi10
Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,,4.3,10.915088464214607,1.4586150226995167,2013,NISSAN,Sunny2011-2014
Maruti A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,,2.6,11.307720058787032,0.9555114450274363,2010,MARUTI,A-StarLxi
Renault KWID RXT Optional,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.8,4.45,7.549609165154532,1.4929040961781488,2018,RENAULT,KWIDRXT
Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,,5.37,10.91430634025357,1.6808279085207734,2012,HYUNDAI,Verna1.6
Maruti Wagon R LXI Minor,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,5.51,1.75,10.915088464214607,0.5596157879354227,2008,MARUTI,WagonR
BMW 3 Series 320d Sport Line,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,16.5,9.998024706360116,2.803360380906535,2013,BMW,3Series
BMW 5 Series 2003-2012 520d,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,67.87,19.0,11.238488619268468,2.9444389791664403,2013,BMW,5Series
Tata Indigo CS eVX,Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,,2.8,11.082142548877775,1.0296194171811581,2016,TATA,IndigoCS
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.2,10.165851817003619,1.824549292051046,2015,HYUNDAI,i20Sportz
Maruti Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,,3.8,9.356257246876337,1.33500106673234,2019,MARUTI,OmniE
Maruti Swift ZDi,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,6.1,11.302204433654575,1.8082887711792655,2014,MARUTI,SwiftZDi
Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,12.12,11.65,10.049922830765674,2.4553061800117097,2019,FORD,EcosportSignature
Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,,4.15,10.198244538659871,1.423108334242607,2014,HONDA,BrioVX
Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19.37,16.5,11.119719900617751,2.803360380906535,2017,TOYOTA,InnovaCrysta
Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,,4.3,12.078239274020289,1.4586150226995167,2008,MAHINDRA,Scorpio2.6
Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,2.25,9.798127036878302,0.8109302162163288,2010,HYUNDAI,i201.2
Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,6.75,11.050937623287538,1.9095425048844386,2014,HYUNDAI,Verna1.6
Mahindra XUV500 W6 2WD,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,9.4,11.289781913656018,2.2407096892759584,2014,MAHINDRA,XUV500W6
Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,12.14,5.39,10.944788474491125,1.6845453849209058,2014,VOLKSWAGEN,Vento1.5
Maruti Swift Dzire VDI Optional,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,8.51,9.830486659651637,2.1412419425852827,2019,MARUTI,SwiftDzire
Tata Manza Aura Safire BS IV,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,,1.85,11.23446738704598,0.6151856390902335,2010,TATA,ManzaAura
Maruti Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,7.92,2.5,11.314474526246391,0.9162907318741551,2012,MARUTI,SwiftVDI
Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,4.75,11.002099841204238,1.55814461804655,2013,VOLKSWAGEN,PoloDiesel
Honda City 1.5 V MT,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,,3.5,11.835008964139341,1.252762968495368,2009,HONDA,City1.5
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,5.5,11.112447898373103,1.7047480922384253,2014,HYUNDAI,i20Asta
Honda City 1.5 V MT,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,6.33,10.663124474364906,1.8453002361560848,2012,HONDA,City1.5
Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.47,10.866623701641787,0.9042181506398859,2014,CHEVROLET,BeatDiesel
Chevrolet Spark 1.0 LS,Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,,3.3,10.509359684984632,1.1939224684724346,2014,CHEVROLET,Spark1.0
Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,,3.5,11.251560700835821,1.252762968495368,2011,TATA,NewSafari
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,,38.75,11.350406535472453,3.657130755799356,2014,MERCEDES-BENZ,GL-Class350
BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,67.87,7.99,11.630708500626612,2.0781907597781832,2008,BMW,5Series
Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,36.69,13.28,11.562401108430754,2.5862591440482876,2013,TOYOTA,Fortuner2.8
BMW X1 sDrive 18i,Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,48.18,9.5,11.289781913656018,2.2512917986064953,2012,BMW,X1sDrive
Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,,14.01,8.039802343736485,2.6397713603489157,2019,RENAULT,Captur1.5
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,6.99,9.592605086913911,1.944480556245719,2016,HYUNDAI,Xcent1.1
BMW 3 Series 320d,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,54.43,11.0,11.56171562913966,2.3978952727983707,2010,BMW,3Series
BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,67.87,11.0,11.018629143155449,2.3978952727983707,2008,BMW,5Series
Nissan Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,,2.3,11.350947565559865,0.8329091229351039,2010,NISSAN,MicraXE
Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,,26.5,10.778956289890028,3.2771447329921766,2014,JAGUAR,XF2.2
Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,139.0,67.0,10.915088464214607,4.204692619390966,2011,LAND,RoverRange
Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,23.68,17.75,8.294049640102028,2.8763855159214247,2017,JEEP,Compass1.4
Honda CR-V 2.4 AT,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,,4.8,11.451050061252142,1.5686159179138452,2010,HONDA,CR-V2.4
Maruti Swift VXI,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,6.995,4.57,11.020430797888961,1.5195132049061133,2013,MARUTI,SwiftVXI
Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,3.5,11.289781913656018,1.252762968495368,2016,HYUNDAI,Xcent1.1
Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,16.91,7.61,10.673364265954747,2.0294631718735947,2015,NISSAN,TerranoXV
Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,55.61,25.0,10.714417768752456,3.2188758248682006,2015,AUDI,A435
Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,5.88,10.695982206596772,1.7715567619105355,2016,HYUNDAI,Grandi10
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,13.5,11.343500389911293,2.6026896854443837,2015,TOYOTA,Innova2.5
Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,4.6,10.46310334047155,1.5260563034950492,2015,HYUNDAI,i201.2
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.475000000000001,4.9,10.691944912900398,1.589235205116581,2013,FORD,EcoSport1.5
Honda City 1.5 S MT,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.25,11.121880879523294,1.6582280766035324,2012,HONDA,City1.5
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.1,12.41,9.819290393735372,2.5185025992165158,2018,FORD,EcoSport1.5
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,3.8,10.46310334047155,1.33500106673234,2014,VOLKSWAGEN,PoloDiesel
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,49.49,8.95,10.799575577092764,2.191653532286764,2010,MERCEDES-BENZ,NewC-Class
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,7.2,11.141861783579396,1.9740810260220096,2013,FORD,Ecosport1.5
Tata Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,,4.5,10.05311372649194,1.5040773967762742,2017,TATA,IndigoGLE
Maruti Swift Dzire LDI,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,4.15,11.134034125797095,1.423108334242607,2014,MARUTI,SwiftDzire
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,13.26,7.94,11.220043228404824,2.0719132752590443,2016,MARUTI,S-CrossZeta
Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,15.05,7.25,11.407564949312402,1.9810014688665833,2014,RENAULT,Duster110PS
Maruti Wagon R VXI,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,5.51,3.7,9.998797732340453,1.308332819650179,2016,MARUTI,WagonR
Hyundai Santro Xing GL,Hyderabad,2010,58163,Petrol,Manual,First,0.0,1086.0,62.0,5.0,,2.45,10.971004692720294,0.8960880245566357,2010,HYUNDAI,SantroXing
Chevrolet Beat Diesel LT,Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,,1.5,11.603679828238693,0.4054651081081644,2011,CHEVROLET,BeatDiesel
Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,,12.0,9.500244972781061,2.4849066497880004,2017,MAHINDRA,XUV500W4
Hyundai i10 Era 1.1,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,2.2,10.839580911706463,0.7884573603642703,2012,HYUNDAI,i10Era
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,,3.6,11.542484267211773,1.2809338454620642,2007,TATA,NewSafari
Hyundai i10 Sportz,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,1.92,10.669001905221974,0.6523251860396901,2009,HYUNDAI,i10Sportz
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,28.05,20.5,11.589886506106357,3.0204248861443626,2016,TOYOTA,InnovaCrysta
Skoda Laura Elegance MT,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,,4.25,11.319425663745703,1.4469189829363254,2010,SKODA,LauraElegance
Hyundai Grand i10 Sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,3.2,10.275051108968611,1.1631508098056809,2013,HYUNDAI,Grandi10
Toyota Etios Liva GD,Pune,2012,225000,Diesel,Manual,Second,23.59,1364.0,67.08,5.0,7.05,2.6,12.323855681186558,0.9555114450274363,2012,TOYOTA,EtiosLiva
Maruti Swift Dzire VDI,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,3.85,10.714417768752456,1.3480731482996928,2014,MARUTI,SwiftDzire
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,3.48,11.444657330797734,1.247032293786383,2010,HYUNDAI,i20Asta
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,,4.55,11.470038840567756,1.5151272329628591,2017,FORD,Figo2015-2019
Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.27,7.0,11.77528972943772,1.9459101490553132,2016,MARUTI,ErtigaVDI
Maruti Ertiga ZDI,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.54,5.75,11.119038075672119,1.749199854809259,2013,MARUTI,ErtigaZDI
Honda City 1.5 V AT Sunroof,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,,8.73,10.77228827467366,2.166765369851511,2016,HONDA,City1.5
Maruti Alto LXi BSIII,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.7,10.46310334047155,0.5306282510621704,2009,MARUTI,AltoLXi
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,,29.5,11.127262984158243,3.3843902633457743,2016,FORD,Endeavour3.2
Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.2,10.49,10.454149084799319,2.3504224224082058,2019,MARUTI,VitaraBrezza
Porsche Boxster S tiptronic,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,,64.0,9.260272740724393,4.1588830833596715,2015,PORSCHE,BoxsterS
Maruti Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,7.55,10.968198289528557,2.0215475632609334,2016,MARUTI,SwiftZDi
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,8.56,3.95,10.596634733096073,1.3737155789130306,2014,TATA,ZestRevotron
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,,3.25,11.018629143155449,1.1786549963416462,2010,HYUNDAI,i201.2
Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,,2.75,11.362102575235644,1.0116009116784799,2009,SKODA,Fabia1.4
Toyota Corolla Altis D-4D J,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,21.085,7.35,10.714417768752456,1.9947003132247452,2015,TOYOTA,CorollaAltis
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,8.530000000000001,4.7,10.915088464214607,1.547562508716013,2017,VOLKSWAGEN,Ameo1.2
